Keyword,Tweet,Sentiment
safe distancing,I feel sick for the teachers going in to the public schools with no protection. Classrooms were crowded before this pandemic. Remember that argument? No distancing is possible at school and there is no reduced capacity of students. How on earth are they safe-?!?? https://t.co/XFuHFeprsQ,negative
safe distancing,People flocked to The Flower Fields in Carlsbad California in March. The gardens opened this year with social distancing guidelines in place to ensure a safe experience for everyone. It's open daily from 9am - 6pm from March 1st - May 9th. #Sandiego https://t.co/9MrVxfq1In,positive
safe distancing,@YoungMovesMedia I think we could not understand the matter properly. People taking all precautions are also getting covid + and at many places like political rallies people are safe without mask and social distancing. Common man trust doctors/authorities blindly but they are also confused.,positive
safe distancing,@Himansh21023403 @TheRawKnee Dear Sir Do you think Online Mode was enough to study? Do you think teachers were able to teach students? And do you really think it's safe to go out during covid peak and to be honest where it's written social distancing will be followed it's never get implemented.,positive
safe distancing,@Catheri86635919 @CelrDwelr @tedlieu @MattBruenig No one let 500000 people die.  A virus often can’t be controlled.  Most people wore masks and followed the rules.  Every poll says that.The CDC has been reluctant to open schools despite evidence  it’s safe.  The Director was caught being a hypocrite about distancing rules.,positive
safe distancing,@Luftstretkrafte @Aslam_Merchantt @mumbaimatterz @RoadsOfMumbai @MissAamba @Mahalakshmi1711 @ChemburChapters @MumbaiPolice @CPMumbaiPolice @mybmc @IqbalSinghChah2 @SunilGhate1 @minal_bhatia Leave aside vendors most of the employees of @mybmcWardMW  Safai offices near Gandhi Maidan and on Rd 10 Chembur est are always without mask or follow safe distancing. Also always spitting everywhere. Charity does not begin with them. @KishoriPednekar @BankiMistry,positive
safe distancing,@B31918 @CelrDwelr @tedlieu @MattBruenig and while we were waiting for the vaccines he let 500000 of us die. Does that make sense to you? Why did he politicize masks testing/tracing distancing? The CDC had safe reopening steps that he trounced last spring/summer.,negative
safe distancing,@Common_Sense_71 The Head of the village junior school now called an Academy near me can't even spell - 'PRACTICE SAFE DISTANCING'Can anyone see the mistake ?,positive
safe distancing,@021xcart Staying safe and sanitary? Social distancing? Love it! ??,positive
safe distancing,FLOWER FIELDS: People flocked to The Flower Fields in Carlsbad California in March. The gardens opened this year with social distancing guidelines in place to ensure a safe experience for everyone. https://t.co/1PyHjELeGq,positive
safe distancing,If you’re visiting a Dynacare location try our free Dynacare – Net Check In app to reserve your spot online and help you maintain safe physical distancing.To learn more and download the app visit: https://t.co/xsEiizL85r https://t.co/IocjdCYmnM,positive
safe distancing,Until we know it's safe please keep wearing a mask socially distancing etc. We're almost out let's not get cocky and lose now.,positive
safe distancing,#Liverpool's Hot Water Comedy Club is pulling out of a pilot which would have tested whether rapid #Covid tests could allow safe gatherings at venues without social distancingIt says confused Government messaging and misleading media articles led to a hate campaign against them https://t.co/tC3UtDt0dl,positive
safe distancing,COVID might still be around but we are happy to see innovative products that help people stay safe and healthy.Our client @camio is reinventing the way security cameras work with Social Distancing & Mask Detection functionalities.Full case study: https://t.co/cA59QOpZ0a https://t.co/4av5NPFbAn,positive
safe distancing,Many classes are returning to face-to-face so please remember to continue practicing social distancing wear your mask and be safe. Most of all enjoy the rest of the semester!-#CCMonth @nsccdesign https://t.co/LCTZq6UK25,positive
safe distancing,@grossforolivia @JuliaHB1 You look older than 16.You have seen a safe response - so washing hands ensuring distancing as well as mask wearing.It's the distancing and good hygiene that's most important.,positive
safe distancing,Mulund Touches an unheard of 523 ?ve Cases in a Day ? Mumbai ?10030 ?????Mask Up ? Follow Social Distancing ?? Stay Safe ??,negative
safe distancing,@GarrettArt You got this my friend! Remember even after the second shot still follow CDC guidelines on masks and social distancing. Stay safe my favorite Florida Man! :),positive
safe distancing,Food Pantry Open Thursday!•First come first serve•Practice social distancing•Wear masks in building•Bring your own bags if possibleDohn Fitness Center 4100 Reading Rd 45229THANKS to Cincy Freestore Fookbank!Stay Safe! #DohnStrong https://t.co/OD2nDgE9CD,positive
safe distancing,On a higher note the CDC released guidelines earlier this month that said that it is safe for vaccinated adults to gather in small groups without masks or social distancing!,negative
safe distancing,Happy Spring Everybody!! Come find some lunch with us we're got new things for Spring!! Tues--private eventWed--Trucks in the park 5-7 Bethel Thurs--private event (you can have one too)Fri--TODD Book us for your office lunch we can offer safe distancing and good food!! https://t.co/6DSCpYioa4,positive
safe distancing,???We are excited for the annual opening of Kaw Valley Greenhouses at Sunset Plaza! Stay tuned for operational hours so you can enjoy outdoor planting fun and gardening staycations!? Social distancing guidelines in place to ensure both staff and customers are safe! https://t.co/8JvBc1sVnb,positive
safe distancing,???We are excited for the annual opening of Kaw Valley Greenhouses at Sunset Plaza! Stay tuned for operational hours so you can enjoy outdoor planting fun and gardening staycations!? Social distancing guidelines in place to ensure both staff and customers are safe! https://t.co/hgYxsR8zGu,positive
safe distancing,???We are excited for the annual opening of Kaw Valley Greenhouses at Sunset Plaza! Stay tuned for operational hours so you can enjoy outdoor planting fun and gardening staycations!? Social distancing guidelines in place to ensure both staff and customers are safe! https://t.co/AQbIeO8XRT,positive
safe distancing,Safe Travels: 16 Sunday drives to make while socially distancing in Upstate NY https://t.co/ZRGmXPHUIE,positive
safe distancing,@indiatvnews @nidhiindiatv plz suggest gtu to cancel upcoming exam which conducted in 16 april  so many students have travel Issue and also travel is not safe because of do not follow social distancing #gtu,negative
safe distancing,Working and getting some sun it’s good to work events again and seeing people together safe and having fun social distancing we’re slowly opening up even if you like it or not son. ??? https://t.co/r5YUN4Kt6k,positive
safe distancing,getting a covid jab and following UK social distancing rules is a civic duty. To get folk to agree to covid passports there needs to be a 'what's in it for me' as well as confidence that our health data is safe. At the mo I see no benefit to me and concerned about data safety,positive
safe distancing,@becky_brock27 I just don't get it. ST had social distancing and it was safe and fun.,positive
safe distancing,the guest list is super reduced (like 25 people) but at the same venue it was always supposed to be at. So social distancing & masks will all be in place but also like the majority of people going will be vaccinated. It's safe. We need these things know that we can do them.,positive
safe distancing,Even though we’re emerging from lockdown it’s still important to practice social distancing & follow health guidance. Across the UK sewers have been making face coverings to keep us safe & we’d like to give a special thanks to young Hollie Patrick who’s made thousands! ?? https://t.co/1WSGN9AXAr,positive
safe distancing,@AaronTevis @maggieKTVB7 I’m of the opinion to be better safe than sorry. Limited capacity with masks and some form of social distancing seems appropriate for the spring and easing up as we move closer to the summer seems like a smart plan to me.I just don’t think we should push our luck with COVID19.,positive
safe distancing,@Lyndonx 1) If PCR’s are defunct what test do you propose health care professionals use? 2) If Covid is “safe” (I.e 99.8 survival rate) how come my healthy uncle (opposed distancing & took vitamin d zinc & ivermectin) died of Covid at age 43 and my 17 year old cousin is on a ventilator?,positive
safe distancing,It's *really* tough to be vigilant about masking & distancing when we're starting to see the light. But we still have a ways to go. The ONLY way we get to end is by keeping e/o safe. Wear a goddamn mask. Distance. We've worked so hard to get here let's finish the damn thing.,positive
safe distancing,@ProjectLincoln @LincolnWatchman Simple and efficient way to stay safe and well - Mask up social distancing wash hands and get vaccinated ASAP. https://t.co/v0pYgbmXI3,positive
safe distancing,My practice setup on Sunday has me SOOOO excited for shows to start! There will of course be changes since the last time I did a show....masks distancing etc. We want to keep things as safe as possible!But I've missed shows more than I can say. Seein… https://t.co/p3fyrgqA9h https://t.co/O2qUo8fs8N,positive
safe distancing,@UncleTrini I'm here for spreading awareness but I want them to encourage vaccination AND proper social distancing and mask wear. These niggas was partying with no masks before we had vaccines but now we got them telling us to be safe? ?. I agree I know ppl who died from it smh.,positive
safe distancing,We have been granted Visit England's ‘Good To Go’ accreditation as well as the WTTC Safe Travels Stamp. This ensures all visitors that we are successfully achieving government COVID-19 cleanliness and social distancing standards.  +info: https://t.co/dnFnmowxBR https://t.co/S6eg6KrC3p,negative
safe distancing,@PiperPerabo @ItsMadeToSave Really wish people would do their part as life as we knew it before the Pandemic would become a reality again which I’m sure everybody wants including myself. Masks and social distancing aren’t fun but it’s what we have to do in order to keep others safe,negative
safe distancing,The #CDC guidelines for social distancing in schools are based on distorted science: neither three feet nor six feet distancing is safe  https://t.co/ByyA8nJo4U,positive
safe distancing,@WayneDupreeShow It's a cult. A cult with a too much money. Not getting the test or the vaccine but I'm safe I've welcomed social distancing for years. Morgan Freeman has a lot more money than me I still haven't gotten the stimulus payment from Biden.,positive
safe distancing,It’s National Public Health Week a great time to remind ourselves to stay safe during COVID-19. This is a reminder to continue to social distance and be safe. Swipe to learn some social distancing tips! https://t.co/KcRMZFGgGV  @NPHW  #NPHW @cdcgov https://t.co/KlYihH7c4j,positive
safe distancing,COVID19 vaccination sites have measures in place to help keep you safe from coronavirus. These include:staggered appointmentssocial distancingregular cleaningFind out more about the vaccine here: https://t.co/9zntccSQf5#StaySafe https://t.co/0DIm0WdCav,positive
safe distancing,Get $20 off your order of $150 or more on Sneeze Guards Hand Sanitizer Dispensers Stations & Gel & Social Distancing Floor Decals. Enter the code STK21 at check out. Offer ends 4-30-2021. Order online https://t.co/EtJPq6s2kn https://t.co/EPzj4kKwVf,positive
safe distancing,An important message from the local police https://t.co/Ci49nk0ycp,positive
safe distancing,Wishing our Prime Minister Dr Keith Rowley a full and quick recovery. ? ??Everyone please remember to keep safe by practicing physical distancing sanitizing frequently and wearing your mask. @TourismTT https://t.co/WjF3Gdcbw2,positive
safe distancing,@Allconsidered1 Scientific facts are not settled by debate.Covid19 facts:• The virus is real• The virus causes the disease.• Transmission is reduced by distancing sanitising masks and ventilation.• Infection is prevented by the vaccines.• The vaccines are all safe and effective.,positive
safe distancing,hey people in ohio stay safe: stand your ground is about to go into effect and also the mask order and social distancing rules are about to be repealed. I'm sure more awful shit is about to follow soon so be prepared,positive
safe distancing,before anyone tries to cancel me my mum got covid from my grandmas brother funeraltrust me she is staying safe and social distancing,positive
safe distancing,@kevteljeur TDs in Conference Centre restricted numbers and wearing masks while social distancing. IF it is safe go back to the Dáil and wait to be vaccinated by age if ye havent been done already. Sure isnt it what they are asking teachers to do?,positive
safe distancing,Not to mention everyone being super conscious we’ve always had weekly saliva-only tests since last summer. Having your own monitor accountability from TOs using the whole room and distancing from everyone feels safe for sure very smart planning went into it and it shows.,positive
safe distancing,@olga_cherny @AustinLASchools Question to the amazing Olga. Have you been vaccinated? Do you wear a mask. Are you promoting safe distancing. Is your child(children) doing everything to stay at home so we can end the pandemic? If yes the good for you. If no you're part of the reason we can't get into schools,positive
safe distancing,Need some ideas for social distancing safe games for kids to play outside? Check this out: https://t.co/OAPZC5ftVf,positive
safe distancing,"@ShekharGupta Individuals have been advicedStay at a safe distance from othersPractice ""social"" (wrongly termed) personal distancingUse sanitizer & proper maskingState will work to protect the state and citizens based on studies in the past one year identifying people at risk",positive
safe distancing,@NessieBerlin @Twistedphoenix9 @defnoodles But if airlines wanted to be safe they would stop packing planes and go back to social distancing as well. Policy for flying is 2 and under do not need a mask.,positive
safe distancing,Dining drinks dancing (and safe distancing!) Celebrate Thai New Year at Pineapple Thai. Apr 17. Children under 8yrs Free. Reserve Now: https://t.co/T9ABYC9ddx#Cupertino #Restaurants #PineappleThai #Songkran #ShopCupertino #CupChamber #ThaiFood #BayAreaFoodie #BayAreaEats https://t.co/iZBfsELcjL,positive
safe distancing,Couldn't t happen to a nicer guy. But seriously...when are these governors going to learn. Wear a mask. Wash your hands. Safe distancing. Easy. https://t.co/Cc1zZbP9Ya,positive
safe distancing,I registered for a postal vote because I'm working at the election but if you're not able to send it in for the deadline (in 30 minutes) it's honestly still safe to vote in person and you should. Booths will be sanitised between each use and social distancing maintained.,positive
safe distancing,lockdown where ever govts doing is such a shame on our govts and institutions do vaccination for all strict guidelines for mask and safe distancing and no lockdown. https://t.co/UBQjZBTsMk,positive
safe distancing,@conorjh i think only safe thing is continued hand sanitising face masks and distancing vaccines are going to offer a false sense of security thatll end in doom,positive
safe distancing,Which one are you? Maintain proper social distancing when you go out in order to stay safe. #IndiaFightsCorona https://t.co/PKSUEMVrX7,positive
safe distancing,@OSaumarezSmith Escalating costs of a refurbishment apparently. The  temporary shipping container world portrayed with safe distancing introverted types populating the windswept piazza and staring aimlessly at a large outdoor screen is like a weird dystopian nightmare! https://t.co/XlMQGGDicy,positive
safe distancing,@burdish @domjoly @Jgs_x @mrjamesob I'm not trying to defend anti-vaxxers. In order for us all to stay safe social distancing and masks will have to continue regardless of vaccinations. I fear that once vaccinated people will decide they're unnecessary and increase not reduce risk to others!,positive
tracetogether,Ever since the TraceTogether app updated with the new background layout have realised that the daily total number of exchanges has been consistently less. Did @GovTechSG fine tune the Bluetooth exchange function in the update as well?,positive
tracetogether,@sehof This is how you get everyone in the population vaccinated whether they like it or not.Proof of vaccination passport will eventually replace the TraceTogether app/token in order to enter retail shops and restaurants.,positive
tracetogether,@ImHxkim @Ricky030701 Oh yeah always ALWAYS have your phone in red zones. TraceTogether check ins are mandated.,negative
tracetogether,Bro this tracetogether token has been blinking green lights alot bruh. The muthafuckin government spying on us? Hell nawww,negative
tracetogether,Faster check in via #SafeEntry Gateway will be available at crowded venues. Visitors simply need to scan their #TraceTogether Token or mobile device with the TraceTogether App running against the gateway box instead of scanning the venues QR code to check in!#TechForPublicGood https://t.co/qJmg5QiSDF,positive
tracetogether,Nearly scanned the PayLah QR code with the TraceTogether app. Tired much ?,positive
tracetogether,??????????TraceTogether??????????????????????????????????????????????????????????????????????????????????????????????????????,positive
tracetogether,Has your #TraceTogether Token run out of battery? Locate your nearest Community Club (CC) to replace your Token at https://t.co/eyn4HISAeE! #TechForPublicGood https://t.co/Bv3ky0Lgig,negative
tracetogether,?????????????????? #TraceTogether???????????????????????????????????????????Health Status?????????????????????????????????????????????????????????????? https://t.co/LlFBjyDug4,positive
tracetogether,@ovanavoordning @KennethBodin Vi har kört denna i Singapore de segaste 8 månaderna. Funkar problemfritt. Varit mycket strikta restriktioner. Men nu mer öppet. Inga smittsamma fall i landet de senaste månaderna. Alla under 45 erbjuds vaccin. https://t.co/pCLkfeMB9D,positive
tracetogether,@mitrebarnet @salty_duchess This is the TraceTogether app that is almost everyone in my country has installed in our smartphones.Those that don’t have smartphones are issued dongles. https://t.co/CPexr42N91,negative
tracetogether,With the new #SafeEntry Gateway Box #TraceTogether users can check in by simply placing their #TraceTogether Token or mobile device with the TraceTogether App running within 25cm of the gateway box!The system will be gradually deployed at selected venues.#TechForPublicGood https://t.co/BixFopLtMU,positive
tracetogether,@spacerangerrrrr Bruh LOL where's the tracetogether app,positive
tracetogether,?????TraceTogether????????????????HealthStatus???????????PCR?????????????????????? https://t.co/UkhqXBx7Pe,positive
tracetogether,sitting at the staircase waiting for my cc to open so i can collect the tracetogether token for my parents,positive
tracetogether,Singapore has already implemented a vaccine passport via the TraceTogether app (updated yesterday). https://t.co/MiBBAVWShp,positive
tracetogether,Contact tracing tech has been key in Singapore’s #COVID19 strategy but data collected can now be used in police investigations. @kj_spade & @cabismonte write that this change could exacerbate public distrust and disproportionately impact migrant workers: https://t.co/VvpUJy3tvs,negative
tracetogether,sana sa pinas me ganito #COVID19 #TraceTogether https://t.co/SoyOgjW4jg,positive
tracetogether,“Contactless” - No more scanning wave the TraceTogether token at the new SafeEntry Gateway Box to check in. The box will beep and show green @ Novena Square 2 Singapore https://t.co/mx2l1bAwGi,positive
tracetogether,Contest Alert: How safe is your TraceTogether data? Win a year-long New York Times subscription by letting us know if you are for or against how Singapore’s tracking app is using data to curb the spread of the pandemic in the comments. Hurry — contest closes next Wednesday! https://t.co/WdAaMcZbfg,positive
tracetogether,people are now able to use either the COVID19 TraceTogether app or token to check in at 40 of Singapore's 71 mosques with the Islamic Religious Council of Singapore gearing up for when TraceTogether check-ins will be made compulsory at public venues,positive
tracetogether,@uniunichan ????????????????????????????????????????????Singpass???????Tracetogether????????????????????,positive
tracetogether,How often have you seen officers (checking Trace Together check-ins) stationed at entrance chatting away with colleagues instead of performing their duties responsibly? #COVID19 #tracetogether #singapore #sg,negative
tracetogether,How to check if your #TraceTogether Token is still working?Here’s a guide explaining what the light on your Token means and what to do if it runs out of battery. Locate the nearest Community Club to replace your Token at https://t.co/eyn4HISAeE. #TechForPublicGood https://t.co/HOVPt2hpTr,negative
tracetogether,“????”??????????????????????????????????https://t.co/fCQESKlSQp????????????????????Telegram??? https://t.co/UOi1ouQSJp ?2019?????????? >>https://t.co/5Y6cFnNA1s?#8???? #8worldnews #COVID19 https://t.co/mPK8Qns2lG,positive
tracetogether,tracetogether ??????????????????????????????????????????????,negative
rediscover voucher,?SG Rediscover Voucher???????????? ??????? @ S.E.A. Aquarium @ Sentosa https://t.co/yhUdj715CH,positive
rediscover voucher,idk can someone go on a uss date with me? cuz my rediscover voucher dying soon,positive
rediscover voucher,@IsaacZYZH rediscover voucher hahahaha,positive
rediscover voucher,i have no idea what to do with my rediscover voucher,positive
rediscover voucher,@nxyfus Erm rediscover voucher yg free $100,positive
rediscover voucher,@athickaa Hi @athickaa Please be informed that for now Agoda did not co-operate with Rediscover Voucher. For more details we advise you to check Rediscover Voucher terms and conditions. Thank you. ^Vicky,positive
rediscover voucher,Hi does anyone knows through agoda booking can use the rediscover voucher?,positive
rediscover voucher,Still have yet to use my rediscover voucher,positive
rediscover voucher,eh if i wantu buy cigarettes can use the singapore rediscover voucher or not ah? knn i still havent use sial HAHAHA,positive
moderna vaccine,@DrakeGatsby Dear SantaI hope this email finds you well. I was excited to read that you've been vaccinated. Congrats! Moderna or Pfizer? I trust that there was no issue with keeping the vaccine cold enough at the North Pole! Looking forward to seeing you in person.BestJD,negative
moderna vaccine,Just got my second dose of the Moderna vaccine about an hour ago so here's your reminder to get vaccinated asap!! You protect more people than just yourself when you do!,positive
moderna vaccine,@wichmann_cody Well I got my first vaccine just over a week ago but I'm getting the Moderna,positive
moderna vaccine,#President #DonaldTrump on Tues announced a $1.5 billion contract with US biotech company Moderna for 100 million doses of an eventual #coronavirus #vaccine the sixth such deal reached since May. (#OperationWarpSpeed 2020) deals in 2020 that #Biden has nerve to take credit for https://t.co/DrjUAFNPxj,negative
moderna vaccine,@JeffreeStar I got the first shot next day I was very sleepy and tired and arm hurt a bit at 6pm I was asleep. Next day couldn't move my arm due to pain but overall I felt fine. Next day I was completely OK. I got the Moderna vaccine tho,positive
moderna vaccine,So the moderna and Pfizer vaccine only last for at least six months hmm interesting turn of events,positive
moderna vaccine,Moderna Passavant 04.07.21 Covid vaccine open for anyone over 18y in Pennsylvania.  https://t.co/jeYG0sg1zV,positive
moderna vaccine,@kylegriffin1 @NBCNews And I am one of them. Today I got my 2nd Moderna vaccine!!!!!! So thankful!!,positive
moderna vaccine,@thatt3slaguy What vaccine? Everyone I know who got Pfizer didn’t have any reaction but some who had Moderna did.,negative
moderna vaccine,Registration for Albany County's next first-dose vaccination clinic on Thursday @TUCenter will go live today at 5pm at the below link. As a reminder since we'll be offering the Moderna formula only those who are at least 18 years old are eligible.(1/2)https://t.co/Tds8efGt9N,positive
moderna vaccine,Just got my first dose of the Moderna vaccine. ?,positive
moderna vaccine,they put the vaccine in my penis and it literally fell off wow not cool moderna,negative
moderna vaccine,https://t.co/TblJVx2T2fhttps://t.co/YX0H4AAWQAAntibodies to the Covid-19 virus persist for at least six months after patients receive the second dose of Moderna Inc.’s vaccine,positive
moderna vaccine,Good news! Moderna’s Covid-19 vaccine continues to show robust antibody levels at 6 months https://t.co/bvu5r9ebAt,negative
moderna vaccine,@aunrecognizable @Nike @moderna_tx @snkr_twitr Nice! Still keep safe tho vaccine doesn’t give you 100% chance of not having issues and doesn’t 100% stop the spread. Soon we can get back to normal hopefully,positive
moderna vaccine,COVID-19 Vaccine Comparisons: Pfizer-BioNTech Moderna and Johnson & Johnson (Janssen)- Source: Sentara. https://t.co/MwmeFjBY3D,positive
moderna vaccine,@Maria_Emmm Is it a Pfizer/Moderna vaccine or AZ?,negative
moderna vaccine,#Phoenix GET YOUR VACCINE BETWEEN NOW AND 5 PM. NO APPOINTMENT!THEY HAVE 130 DOSES OF MODERNAADDY BELOW ?????? https://t.co/6u1UxQA9mB,positive
moderna vaccine,@dbequette https://t.co/nrqnTeAJ8H,positive
moderna vaccine,Moderna’s Covid-19 vaccine continues to show robust antibody levels at 6 months  https://t.co/mxC83HemYX,negative
moderna vaccine,@maxinebutgay @pfizer @moderna_tx C’mon you know you want that hot vaccine on vaccine action,negative
moderna vaccine,Vaccine appointments are available atWalgreens/Duane Reade (Moderna)1517 Cortelyou Road Brooklyn NY 11226(800) 925-4733https://t.co/3yl5qPW6eM,positive
moderna vaccine,Vaccine appointments are available atWalgreens/Duane Reade (Moderna)401 Park Avenue South Manhattan NY 10016(800) 925-4733https://t.co/5hCMXTdeXe,positive
moderna vaccine,@WestDatesEast I'm kind of not surprised. I'm a bit cynical about state systems right now.Originally I signed up for a Moderna shot but canceled that and rescheduled for a Janssen vaccine. I started obsessing over possibly not being able to get the second shot somehow. My brain does that....,negative
moderna vaccine,32 Pfizer vaccine appointments available at New Braunfels H-E-B plus!Address: 2965 IH35 NORTH NEW BRAUNFELS TX 78130-4678 23 Moderna vaccine appointments available at Conroe Market H-E-BAddress: 3875 W.DAVIS ST. CONROE TX 77304-1837 Register at: https://t.co/KOiRgLNtqu,positive
moderna vaccine,"I hope (but also don't hope) that the vaccine brands people get will have the same energy as pokemon go teams""Pfizer all the wayyy"" valor""Moderna is the best"" mystic*JJ sitting in the corner* instinct",negative
moderna vaccine,https://t.co/fNSrVdUE6v couldn’t be more welcome. Just brilliant news. Crossing fingers.,positive
moderna vaccine,@csd Drove my husband 60 miles each way for his first and second vaccine of Moderna.  Mine was closer approximately 30 minute drive.,positive
moderna vaccine,Moderna Covid-19 Vaccine Clinic (1st Dose)Drive-Thru: Ontario County Highway Office in Canandaigua on April 7 202118 and older! Registration Link: https://t.co/g0SxnZlTEb#COVID19Vaccine,negative
moderna vaccine,@DaveisFrozen @Hummingbrrrd77 This might be in play as well — immunity isn’t instant: https://t.co/qd2jBnnoUk,negative
moderna vaccine,@nicolemartintv The Halton vaccine drive is nothing short of AWESOME. We just had our Pfizer Moderna shot.It's so organized at the Oakville Hospital.Steady flow of people and no holdups.,negative
moderna vaccine,The vaccines still seemed to protect against a variant first found in the United Kingdom that is now rapidly spreading in the United States and elsewhere. https://t.co/60n8fWZWGe,negative
moderna vaccine,@FrostM69 @SenecaCollege @fordnation @celliottability @vincentkempp @SylviaJonesMPP Hello. Depending on vaccine supply we are administering Pfizer and Moderna at this time. Thanks.,negative
moderna vaccine,This moderna vaccine got me high as hell,positive
moderna vaccine,"Dose 1 of Moderna's finest vintage vaccine complete. So far so good.I mean there was that quiet voice in the back of my head mentioning something about ""Assuming direct control""...but I can't imagine that's anything meaningful.Now has anyone seen someone named Shepard?",negative
moderna vaccine,HUGE EXCLUSIVE: US Dr. Ralph Baric Was Reviewing Moderna and Dr. Fauci's Coronavirus Vaccine in December 2019! -- What's Going On? https://t.co/MmeaqUltKE via @gatewaypundit,positive
moderna vaccine,@Budrino @surreywillis https://t.co/mbZ4jrLjpp,positive
moderna vaccine,If anyone has any questions I got the Moderna vaccine by the way so feel free ?,negative
moderna vaccine,"(01:17 PM) 23 of them on 04-14-2021 when selecting ?""Providence Napa Vaccine Clinic - Moderna""1130 Foster Rd Napa CA 94558?MyTurn is buggy! These may not be available!?",positive
moderna vaccine,Pfizer launches COVID vaccine trial for kids under 12:  https://t.co/jsLeLyfQ3Y  scaliger/iStockBy DR. TARUN JAIN and SONY SALZMAN ABC News(NEW YORK) -- Pfizer now joins Moderna in testing its vaccine in younger children.The company will enroll 4500 children in a trial that ...,negative
moderna vaccine,@connieinygk @EricTopol This refers to Pfizer and Moderna since the AZ vaccine hasn't been approved yet in the USA.,positive
moderna vaccine,Moderna’s mRNA COVID-19 vaccine shows robust antibody levels at six months according to a research letter published Tuesday in The New England Journal of Medicine. https://t.co/bSXBpXE7gx,positive
moderna vaccine,First dose of #moderna #vaccine. Piece of cake! ?? #getyourshot https://t.co/XTaMhjwS9p,positive
moderna vaccine,https://t.co/zqFRRYEBvN,positive
moderna vaccine,Vaccine appointments are available atWalgreens/Duane Reade (Moderna)2158 White Plains Rd Bronx NY 10462(800) 925-4733https://t.co/bOGL21TWKl,positive
moderna vaccine,The only cases that “tick” right back up is the one where Obama banned gain-of-function research on viruses while you provided $3.7 million in funds to Wuhan lab + you hold vaccine patents with Moderna. #FireFauci #Fauci #Plandemic #Scamdemic #COVID19 #CoronaVirus https://t.co/V4T8ubA6e1 https://t.co/WUm8ZHhsnN,positive
moderna vaccine,@AnnieGabstonH That’s fantastic I had to wait 3 months for my first Moderna 3/1 even though I’m  75 because we had a vaccine shortage in my county.  I got my 2nd last week and will be able to resume a little normality and see my grandkids on 4/12.  Thank you President Biden,positive
moderna vaccine,@PSilvertongue2 @MailOnline 100% correct EU playing political games using peoples lives like pawns. Europe is helping Pfizer & Moderna hold on to market share because if AstraZeneca (British Vaccine) is found to be the best those other -70deg  stored vaccines become less attractive. Its a smear campaign.,positive
moderna vaccine,The Rockwall County Office of Emergency Management has informed us of another opportunity for Rockwall County to get a Moderna vaccine this Saturday April 10th. Book your appointment here: https://t.co/CuPxLwQWTZ https://t.co/kLmBpOEoga,positive
moderna vaccine,As far as WHICH vaccine Kaiser offers it totally depends. Recently they seem to be carrying Moderna. They just reported that they got the J&J in and I know people who have gone in the past and gotten Pfizer. Not sure it's possible to know ahead of time but you can try calling?,negative
moderna vaccine,The latest results place the effectiveness of Moderna's ( $MRNA ) COVID vaccine on par with Pfizer's ( $PFE ).https://t.co/FHO0KF9XYf,positive
moderna vaccine,New research suggests Moderna’s vaccine against COVID-19 offers protection for at least six months echoing findings from Pfizer last week.?  https://t.co/sJrW5bdOTF,positive
moderna vaccine,No post-vaccine surveys are being conducted by COVID vaccine makers Pfizer Moderna or Johnson & Johnson the FBI says. https://t.co/rYeLVm2Hc4,positive
moderna vaccine,Register for the first dose of Moderna COVID-19 Vaccine on Thursday April 08 2021 at Stanton's Shopping Center 219 N Taylor St Alvin TX 77511 https://t.co/ip3n6nWtck #mychn #covidvaccine #whenitsyourturn #Alvin,positive
moderna vaccine,@CDCgov Not all @Walgreens stores r aware of guidelines: 21 days for pfizer 28 for moderna. Tried to get 2nd shot scheduled for 21 instead of 28 day set up for me&met resistance. I'm now on call list in case of no showhttps://t.co/OFcIOYHCVA,positive
moderna vaccine,ik this is probably a stupid question but is there really any difference between moderna  Johnson and pfizer?? Does one work better than the other?? I’m gonna get my vaccine after work,negative
moderna vaccine,77 Moderna vaccine appointments available at Ennis H-E-BAddress: 101 S. CLAY ST ENNIS TX 75119-4519 Register at: https://t.co/KOiRgLNtqu,positive
moderna vaccine,Getting the moderna vaccine tomorrow!!! LET’S GOOOOOOO,positive
moderna vaccine,https://t.co/vQmboWM9Mw Yea boys it’s happening,positive
moderna vaccine,Moderna now joins Pfizer with data showing its vaccine provides protection - high level of antibodies - at least 6 months after the 2nd dose.  Virologist @SCOTTeHENSLEY commented today about the news...more on @6abc at 5pm.  @PennMedicine https://t.co/kXcBnAYStd,positive
moderna vaccine,Study: Moderna vaccine lasts at least 6 months https://t.co/FO7ruetUlY,negative
moderna vaccine,I just got my first dose of the Moderna Covid-19 vaccine and a fun fact I learned was that people with artificial fillers in their face tend to swell up after receiving the vaccine ?,positive
moderna vaccine,1st vaccine shot ? Awesome staff!  Quick and easy ? #Moderna #gillettestadium #Massachusetts #wearthemask https://t.co/CbDQjT79ni,negative
moderna vaccine,Vaccine appointments are available atWalgreens/Duane Reade (Moderna)2431 Boston Road Bronx NY 10467(800) 925-4733https://t.co/xzNHaf4kIE,positive
moderna vaccine,Vaccine appointments are available atWalgreens/Duane Reade (Moderna)180 West 20th Street Manhattan NY 10011(800) 925-4733https://t.co/JeFiWBN6dW,positive
moderna vaccine,Got my first dose of Moderna vaccine. Still waiting on my 5G chip,positive
