Keyword,Tweet,Sentiment
mask singapore,The Morning After: Razer’s high-tech face mask concept is going into production - Yahoo Singapore News: This week's biggest tech stories including Razer’s RGB light-infused face mask. It has wannabe cyber… https://t.co/y2cwWGhkDa #singapore #sinpaporenews #singaporeupdates https://t.co/66cqjhvBhs,positive,
mask singapore,The Morning After: Razer’s high-tech face mask concept is going into production - Yahoo Singapore News: This week's biggest tech stories including Razer’s RGB light-infused face mask. It has wannabe cyber… https://t.co/ij2zzVekc1 #singapore #sinpaporenews #singaporeupdates https://t.co/UBZA5mdHe8,positive,
mask singapore,The Morning After: Razer’s high-tech face mask concept is going into production - Yahoo Singapore News: This week's biggest tech stories including Razer’s RGB light-infused face mask. It has wannabe cyber… https://t.co/5hGcTIb66V #singapore #sinpaporenews #singaporeupdates https://t.co/7Ki930x8Cv,positive,
mask singapore,The Morning After: Razer’s high-tech face mask concept is going into production - Yahoo Singapore News: This week's biggest tech stories including Razer’s RGB light-infused face mask. It has wannabe cyber… https://t.co/PqT7vjq3ks #singapore #sinpaporenews #singaporeupdates https://t.co/M4DOsmaARQ,positive,
mask singapore,The Morning After: Razer’s high-tech face mask concept is going into production - Yahoo Singapore News: This week's biggest tech stories including Razer’s RGB light-infused face mask. It has wannabe cyber… https://t.co/nirVjdEkWn #singapore #sinpaporenews #singaporeupdates https://t.co/rHIsgzJ68R,positive,
mask singapore,The Morning After: Razer’s high-tech face mask concept is going into production - Yahoo Singapore News: This week's biggest tech stories including Razer’s RGB light-infused face mask. It has wannabe cyber… https://t.co/7mb4da65l0 #singapore #sinpaporenews #singaporeupdates https://t.co/Gx0RlCWSsp,positive,
mask singapore,The Morning After: Razer’s high-tech face mask concept is going into production - Yahoo Singapore News: This week's biggest tech stories including Razer’s RGB light-infused face mask. It has wannabe cyber… https://t.co/239n6rs9uH #singapore #sinpaporenews #singaporeupdates https://t.co/5XmMp8cSwk,positive,
mask singapore,The Morning After: Razer’s high-tech face mask concept is going into production - Yahoo Singapore News: This week's biggest tech stories including Razer’s RGB light-infused face mask. It has wannabe cyber… https://t.co/ROlxHVPu1X #singapore #sinpaporenews #singaporeupdates https://t.co/suVUplZqQh,positive,
mask singapore,COVID-19 survey of healthcare workers in Singapore found that 81% developed Mask associated head-aches increasing with duration of use >4 hoursWhy would @WelshGovernment mandate school use of 6 hours knowing this?https://t.co/it1PzaKlWv,positive,
safe distancing,Too Much Alone Time? Here’s How You Can Connect While Social Distancing https://t.co/aExYOfw54nTry to limit your outdoor activities and stay safe! https://t.co/4j9GCt6l1X,negative,
safe distancing,For urgent non-life threatening medical help call 111 to book a time slot for your local emergency department.Calling 111 in the first instance will help us to keep you and others safe with social distancing. https://t.co/AgzgPIybIF,positive,
safe distancing,@eNCA Yeah cause presidents says it safe to sit in bars n shebeens n drink than to buy ur alcohol n go home...seriously....that gonna create more violence...less social distancing...no mask...then he wanna ban alcohol cause he made a wrong decision..,negative,
safe distancing,The three COVID New Normal habits to stay safe are – always wear a mask wash your hands frequently and maintain social distancing. There is no room for carelessness! Be responsible stay safe! #IndiaFightsCorona https://t.co/Q2bl5NZIWa,positive,
safe distancing,NUMBER 2 How Garda Destroyed Ireland. I showed them things like HSE C850 NO proof social distancing works. C839 NO proof virus exists C846 NO proof General lockdowns work C848 NO proof masks work C849 NO proof masks safe. They understood the Proof. More,negative,
safe distancing,Lack of Ventilation(social distancing)/aerosols (masks)/time spent in it(lockdown). That's why schools aren't safe either. Who have you got advising you. See  @IndependentSage  check them out on YouTube Friday's 13.30. Prof Pagel @chrischirp can you reach out to this good man. https://t.co/OpYQMBkFAG,positive,
safe distancing,With the increase in #COVID-19 cases India crosses the one-lakh mark of registered daily cases for the first time. It is time to bolster our defences and it is imperative that we practise safe #hygiene physical #distancing and wear a #mask. https://t.co/uxoEAwTrxc,positive,
safe distancing,The three COVID New Normal habits to stay safe are – always wear a mask wash your hands frequently and maintain social distancing. There is no room for carelessness! Be responsible stay safe! #IndiaFightsCorona https://t.co/bbuoxAU6iV,positive,
safe distancing,@MarchingD @Barronism @h3h3productions Well I’ve already been vaccinated... and I look forward to continuing to keep others safe by wearing masks and distancing until it’s safe enough in my area when all are vaccinated to stop doing those things.,positive,
safe distancing,@westinsingapore I was there recently with my wife for a staycation saw those unglamorous way for safe distancing notices at the lobby so not 5-stars.Suggest to put a desk or table over the couch as sketch and put a pot of plant on it. https://t.co/GIjRrkoUbq,positive,
safe distancing,The event is part of trials to allow venues to reopen safely without the need for social distancing https://t.co/EIutCAcO8z,positive,
safe distancing,@STVNews Safe = classes of 30+ kids and a teacher crammed into a very badly ventilated classrooms and buses crammed with people in every seat. Unsafe = people spending time in the great outdoors with endless social distancing.,positive,
safe distancing,According to Honourable @satejp there should be no problem in taking board exams by following social distancing. Sir this rules are already in place but they haven’t been effective. A lot of students have tested positive. And what about the travelling? Would it be safe?,positive,
safe distancing,Stay Safe .. Wear Face Mask .. Keep Social Distancing .. .. இந்தியாவில் கொரோனா பாதிப்பு தொடர்ந்து அதிகரித்து வருகிறது.. #Coronavirus #கொரோனா #Corona #Covid19virus #CoronavirusIndia #CoronavirusPandemic  #india https://t.co/fJmGRkghYe,positive,
safe distancing,The three COVID New Normal habits to stay safe are – always wear a mask wash your hands frequently and maintain social distancing. There is no room for carelessness! Be responsible stay safe! #IndiaFightsCorona https://t.co/XzciZujIFv https://t.co/1LlXQY9XJX,positive,
safe distancing,Covid is not over yet. Please wear mask and maintain social distancing. Parents please educate your kids as well 🙏🙏. Stay safe stay blessed. https://t.co/hWQix7irYr,positive,
safe distancing,I’m sad to say we are back to level 2 social distancing in my area! PLEASE wear your masks!! Please don’t be that asshole! No one wants to wear masks...we do it so we can keep each other safe! It really baffles me how selfish some people can be!! #COVID19 #wearyourmask #MaskUp https://t.co/CGg2XlFM4Z,positive,
safe distancing,This year we’ve all got a new appreciation for seeing our families in person. If you’re seeing friends and loved ones this Family Day remember to stay safe in small groups (as per government’s Level 1 guidelines) mask up and practice social distancing. #AstronEnergy #FamilyDay https://t.co/V6XmDAZCiN,positive,
safe distancing,@narendramodi why don't you Just Cancel boards I mean nothing is worth life..... it's been more than a year since schls r closed how should we study....ek trf u say social distancing stay safe n all nd dusri trf boards conduct Krna like seriously..?????#cancelboardexams2021,positive,
safe distancing,Follow the rule of "Social Distancing" on the roads too :Always keep a safe distance between your vehicle and the one in front#NagpurTrafficPolice#MondayMotorTips https://t.co/2ulyu3oK6G,positive,
safe distancing,India’s in for a ride once again. I gotta say this: MASK UP AND PRACTICE SAFE DISTANCING. https://t.co/BqZSn3U2kS,positive,
safe distancing,@violetspriv Yes.. Exactly people are so so careless like covid doesn't exist.. they're neither wearing their masks nor do they practice social distancing.. I'm literally soo scared because the cases are increasing so rapidly. Stay safe Ava.❤️,positive,
safe distancing,I have a very similar sentiment. I could see them being useful in some very specific venues but beyond that it seems to add no benefit over just keeping local masking / social distancing protocols up until a region hits the safe level of cases. https://t.co/Jftx9Y7mYT,positive,
safe distancing,The three COVID New Normal habits to stay safe are – always wear a mask wash your hands frequently and maintain social distancing. There is no room for carelessness! Be responsible stay safe! #IndiaFightsCorona https://t.co/GKeqNMvEiY,positive,
safe distancing,I know people probably want me to say something about the #covid #vaccine. I really believe it is someone’s personal decision. I don’t have enough information on the vaccines to know if they are safe. We don’t know the long-term trials. I am social distancing. I do wear a mask.,positive,
safe distancing,If COVID-19 is spreading in your community stay safe by taking some simple precautions such as physical distancing wearing a mask keeping rooms well ventilated.#besafe #6feetdurimaskhaijaruri #coronaguideline#MarutiSuzuki#vishwabhartiautomobiles#protectyourself https://t.co/nUeFecihD6,positive,
safe distancing,Please avoid public gatherings.Your safety is in your hands.Wear a mask properlyKeep your hands sanitizedMaintain social distancingStay safe!#COVID19 #StaySafeStayHealthy#Rajasthan #Jaipur @_lokeshsharma https://t.co/uKhwpXGMyM,negative,
safe distancing,India has now crossed the 1 lakh per day cases mark with 103558 new #COVID19 cases. I urge all Indians to stay safe. Please practice physical distancing wear masks & get vaccinated. Together we shall overcome! Jai Hind.,positive,
safe distancing,@harbhajan_singh Wear maskSocial distancingStay 🏡  stay safe,positive,
safe distancing,@mrtbarnes @fraser_janet @fordnation I don’t have a problem with #Walmart & #IKEA being open. I don’t go to Walmart or IKEA but I go to my local #COSTCO & it’s not crowded inside or at cash out & everyone wears a mask & observes physical distancing. I’ve shopped here for months & didn’t catch #COVID. So it’s safe.,positive,
safe distancing,@Boringstein the pandemic isn’t over. wearing masks and socially distancing is not ending the first day of summer. if you’ve been vaccinated still follow the protocol incase they are wrong about transmission. we still need to keep people safe. we are nearly through this,positive,
safe distancing,While Mumbai is badly hit these tweets by @hiambuj & @iScrew should serve as a warning.The virus doesn’t care about your politics or religion or social status. Avoid social gatherings. Practice social distancing. Wash your hands. Get vaccinated. Stay safe. https://t.co/LRy41KgpkQ,positive,
safe distancing,Guess you haven’t heard but there’s a pandemic going on and social distancing prevents the spread of the virus that’s causing it. So now you know and glad I could help—stay safe! https://t.co/1GEn26aLAg,positive,
safe distancing,@BestStephen Governments could support businesses to help them adapt to make their workplaces safeNot kind of safe with just masks snd distancing but barriers or pods maybe better airflow idkOr automationThey have to raise taxes on businesses and the wealthy. It’s the only way,positive,
safe distancing,#lockdown2021 seems imminent.Wear MaskMaintain social distancing Stay safe#wuhanvirus rising https://t.co/AvNXAof5qp,positive,
safe distancing,Everybody! #coronavirus is still here so please #MaskUp ! Maintain social distancing avoid going out hanging out with people unless very necessary. Past few days of crowds gathering for political meetings and flouting norms have resulted in a spike in #COVIDー19 casesStay Safe https://t.co/UmhKUkXr32,positive,
safe distancing,April 3rd cases in USA: 63827Up 19% from the previous 2-week averageI know we're tired but please keep wearing masks and social distancing. Nothing has changed yet we need to wait until everyone is safe and vaccinated.#COVID19 #COVID19Vaccine #WearAMask https://t.co/msKNyXQ51a,positive,
safe distancing,@cleflore23 No type of social distancing happening in that safe.,positive,
safe distancing,#COVIDー19 #COVID19 #covidToday crossed 1️⃣0️⃣0️⃣0️⃣0️⃣0️⃣ mark now its going beyond control  dont go outside ur home unnecessarily  be at home be safe  wear 😷  maintain social distancing We can overcome this virus all together ...🙏🙏🙏 https://t.co/elmVbgbFfg,positive,
safe distancing,aren’t these all the same ones posting “social distancing” threads on their instagram stories & saying at the end of every vlog “stay in side & stay safe please!” or....   https://t.co/UMh7pJ6dgv,positive,
safe distancing,@OfficialDMRC no body is following social distancing  in metro today I am in blue line metro people are sitting in all seats inspit objection you can see in cc TV be strict to run metro safe,positive,
safe distancing,Corona is back !! Stay safe ! Wear a mask and maintain social distancing ! #COVID19 #CoronavirusIndia #Covid_19,positive,
safe distancing,Nothing much just doing a lot of social distancing and keeping safe I hope your also staying safe 😊 https://t.co/zFa2ZPufmd,positive,
safe distancing,Eat healthy diet Adopt vegetarian food .Apply mask  Maintain Social distancing  to keep yourself safe in the pandemic situation.#StayHomeStaySafe,positive,
safe distancing,That look the #EasterBunny gives when he sees adults looking for eggs while not socially distancing or wearing masks with people from outside their bubble. Happy #Easter everyone! Stay safe! #COVID19 #COVIDー19 #angrybird #Easter2021 #madbunny #tickedbunny #veryvancouver https://t.co/NFf10sdXSh,positive,
safe distancing,If COVID-19 is spreading in your community stay safe by taking some simple precautions such as physical distancing wearing a mask keeping rooms well ventilated avoiding crowds cleaning your hands and coughing into a bent elbow or tissue. #Covid #Covid-19 #WearMask https://t.co/qpX7nVOUpa,positive,
safe distancing,first dose covid vaccine done ☁️💉 keep safe everyone! let us protect each other and practice prevention 💓 hand and personal hygiene always wear your masks and face shields observe social distancing and drink ur vitamins~ stay hydrated! ✨😷yours trulyyour Carat nurse 💎,positive,
safe distancing,Masks make you safe. No wait...Social distancing makes you safe. No wait...Eating while drinking makes you safe. No wait...Vaccines make you safe. No wait...Vaccine passports make us feel safe.From you.👍,positive,
safe distancing,Happy Easter y'all. Just a reminder that not all Christians are bat-sh*t crazy racists. (Masks off for photo op back on for outdoor worship safe-distancing) https://t.co/J79ekfSiSy,positive,
safe distancing,@Pearonaline_ Yeah i just saw their numbers and their safe distancing measures....but then idk why other groups having offline events? Maybe limited number of people?,positive,
safe distancing,@sampson3121 @__whitez0mbie what is the PPE that we are all wearing for? to keep everyone safe? if 6000 people can walk around in a mall not socially distancing I’m pretty sure three people can safely sit in a room together with masks on where you can actually guarantee everyone has sanitized their hands,positive,
safe distancing,@glenlg2 Maybe but it’s what worked for you. I’ve been to stores with full masking distancing sanitizing etc. but no restaurants besides picking up takeout. My 14 days after 2nd Pfizer is next Saturday. Biggest thing is that your caution kept you safe. 👍🏻,negative,
safe distancing,It is NOT over folks be safe Keep wearing masks social distancing and washing hands frequently. There is too little yet known about the new "variants" too take too many risks! https://t.co/KveRlweCRq,positive,
safe distancing,My first offline public event after a year.The rules: 1. Mask on except for the speaker when speaking2. Maximum 50 persons3. Safe distancingI spoke about hatred prejudice with the departure point the recent terorist attacks. Please find the recording on page CIFU. https://t.co/sZ2gUwHjy2,positive,
safe distancing,@CTVVancouver No safe 6’ distancing no masks  excessive aerobic activity travel...allowed just because they play hockey and that entertains us? Everybody else - stay 6’ apart wear masks no aerobic activity no travel. Is it any wonder people don’t trust the PHO’s messaging?,negative,
safe distancing,@thetreblemaker3 Wow so sorry you felt this. My church went back today for the first time in over a year. Masks and distancing screener and temp checks. I felt safe and our worship was comfortable and the Spirit was there. Many if my friends and family were not ready. S'ok. We'll get there.,positive,
safe distancing,#YVR #CANUCKS situation should send shockwaves thru all of us:- strict testing protocols- strict PPE protocols- strict distancing protocols......If pro athletes aren’t safe from variants how can we/you all be safe?#StayHome#COVID19SK https://t.co/00YjtSryv2,positive,
safe distancing,@mrbgilson @RachelNotley I will continue to have you in my thoughts & hopes that you get the vaccine & stay healthy. I am fully vaccinated +3 weeks & I am returning to in person tomorrow. I am very excited because I believe I will be safe w/ a mask & distancing.,positive,
safe distancing,@Penny_MadamLash @LadyCBean1966 Had to go 1300klm to get daughter. She was "stuck" unable to recognise the distancing being done cutting her from us.Knew zero ab #DV. Sharp learning curve-lots of reading listening. Financial psych emotional abuse. Next step..physical- took a yr for her to tell us all.#Safe,positive,
safe distancing,it’s not over and we’re on the verge of another wave. please keep masking social distancing and stay safe.thanks to @berthahidalgo for these easy to read slides via instagram. https://t.co/1oTqNAA3PY,positive,
safe distancing,Despite the Gr. 4 & up mask mandate my AZ vaccination (I am under 55 btw) which takes time to take effect K-3 classes are less safe. I cross cohorts in poorly ventilated spaces weak mask mandate and full capacity. Physical distancing is not a reality for this age group. #bctf,positive,
safe distancing,also my office can only accommodate 60% of the company at once before safe distancing measures so....... we'll see how they make 30% work,positive,
safe distancing,Important din for those who take FXs. Kahit may social distancing if their is no air circulation you will not be safe. https://t.co/pSyWAqREWU,positive,
safe distancing,@AnEternalEnigma This isn't a prevention vaccine like measles or polio. It's a less "likely to get a severe case" vaccine. It still helps but you're not immune. You still have to wear masks & practice social distancing. Keep you & everyone around you safe. This is a collective effort. 🐙💜,positive,
safe distancing,Wear mask/face shield.Wash your hands... disinfect.PRACTICE SOCIAL DISTANCING.STAY SAFE EVERYONE.,negative,
safe distancing,“We want to make sure the atmosphere is safe for everybody but we also don’t want to limit to keep people away from praising God freely” said Turner. https://t.co/3wp9foBSdp,positive,
safe distancing,@mjjmk04 @1in5advocacy @classdisrupti0n @moms4FAPE For the record I support moving to 3 feet of distancing from 6. Data show that’s just as safe.But not every school has the resources to turn on a dime but 50k worth of barriers and make that happen.,negative,
safe distancing,@fordnation How is this province wide “lock-down” helping flatten the curve?  - on Saturday Malls were filled with shoppers little to no social distancing & on Tuesday these same families will be sending their children to school. How is this keeping teachers & students safe? @OCETFO,positive,
safe distancing,REMINDER: Our first Coffee and Conversations in a year is tomorrow morning. Join Mayor Wheat at Sip Stir Coffee House in Westlake starting at 8am. Safe social distancing will be in place. Stop by and chat about all things Westlake! https://t.co/zK2CVjUpG7,positive,
safe distancing,Another message - a teacher working online concerned about colleagues and daughter in unsafe schools in @yrdsb due to lack of physical distancing and no improvements to ventilation in schools. This doesn’t sound safe @YorkRegionGovt https://t.co/gQ21Aap5D3,positive,
safe distancing,reminder to keep wearing your masks and social distancing even if you’ve been fully vaccinated keep using safe practices until we achieve herd immunity as best we can!!!!,positive,
safe distancing,@SharkawyMD @DFisman Well Doc hear in Manitoba we have had way above normal temps. People are vleaned out the garage and are out on their brown lawns. From what I’ve seen very respectful of distancing but it sure is nice to see a family face in the sunshine. Take care and stay safe! Happy Easter,negative,
safe distancing,Many ppl visiting others this Easter Sunday evening in my ward 22 Sundance @MeehanCarolAnne in Ottawa no masks no safe distancing. Of course these same families haven't really followed the rules for much of the pandemic they're just no longer trying to hide it. So frustrating!!,positive,
safe distancing,Vaccines keep you safe. Wearing a mask And social distancing keeps everyone around you safe. Don’t be a selfish dick. Just because you think you’re invincible now doesn’t mean everyone else is. https://t.co/GXW65uGCEe,positive,
safe distancing,Safe enough distancing for outdoor dining. https://t.co/6XwRhvAttp,positive,
safe distancing,If COVID-19 is spreading in your community stay safe by taking some simple precautions such as physical distancing wearing a mask https://t.co/gREJbLf2UI,positive,
safe distancing,Vaccine one is done! Back in a couple weeks to do it again. Keep wearing your masks washing your hands and social distancing to keep those who haven't (or can't) get them safe 💕 https://t.co/t2NWsr3tO7,positive,
safe distancing,@Amy_Siskind @Cornell and why not?  Makes everyone's life easier and more normal.  All vaxed in a classroom would likely not require social distancing masks and intramural sports safe.  Oh and who would share a room w an unvaxed student.,positive,
safe distancing,Staying safe by observing social distancing and only going out when is necessary.Know your status and save others.#GmeYouthAmbassadors https://t.co/3CBLZRjCy2,positive,
safe distancing,@LaFleurDelSur Disgraceful example of Police going for a soft option. Clearly the "not safe distancing" argument is tripe. Mobs of young people in London and other cities in the last few days did not practise safe distancing or wear masks yet Police ignored.How many mosques did Police raid?,positive,
safe distancing,❗Keep Safe Everyone❗Wear Mask Face Shield andObserve Social Distancing.,positive,
safe distancing,May this day mark a new turning point for the pandemic. Happy Easter or Passover to you who are celebrating on this day @GarthwoodParkPS .Stay safe and remain vigilant on social distancing. See you back on Tuesday. https://t.co/aQ86bhicF2,positive,
safe distancing,@BishirRenea Traveling  getting together with friends  concerts casinos festivals. Just going and doing without worring about  social distancing etc. I'm vaccinated still wear a mask at the store. I don't know when we'll feel safe to be without,positive,
safe distancing,Such a shame Australian medical advisors to #auspol do not push this point which has been proven time and again. But as always it's $$$ before people. As new variants emerge we may not be as safe. Social distancing measures won't protect you from Covid https://t.co/1fUe8zt265,positive,
safe distancing,@truemarksman27 1/ You're 100% correct.  My wife and I stay safe... work at home wear masks don't go within 6' of people go to restaurants that have proper distancing in place etc.  I was doing that before the governments mandated it.,negative,
safe distancing,We made a #Pokemon25 tribute video!We all got tested practiced safe social distancing and wore masks between takes. There was about a month's worth of planning that went into getting together for this!I hope you all enjoy!https://t.co/AUxuyW6Spe,positive,
safe distancing,Thread. I work in an elementary school. It is not safe. Social distancing is impossible. We get a new cases every couple of weeks and 50 students are sent home. I'm convinced that Ford and Lecce have no idea what they're talking about. https://t.co/0utTRpkfqn,negative,
safe distancing,@jannarden NOT at all in Atlantic Provinces & Territories!Smart Govts Excellent public Health Officers - Covid-Zero approach.Lockdowns short & Effective - Restrictions on Masks & Distancing (#s restricted indoors) so we can reopen & be safe,positive,
safe distancing,@Gaylord_78 @kydodger @BauerOutage 👌 still doesn't take away ure fan base is complete trash we always had fans no matter the how bad the team was ure stadium was practicing safe distancing before covid started lol,positive,
safe distancing,@MatthewdAncona No. I'd prefer we gradually opened what is safe - pubs are without VPs. Many venues could be with significant distancing and safety protocols not to mention pursuits - golf National Trust etc and focus on the roll-out rather than for a time making the young 2nd class citizens.,positive,
safe distancing,A beautiful blue sky day & @Bonesaw577 & I went walking on a city trail.Probably 100 people - babies kids bikes dogs skaters etc.No masks.No social distancing.No pandemic ... I guess?Happy Easter to all our friends & please - Stay Safe & Be Kind ❤️,positive,
safe distancing,@mustang70racer @Randallphobia @Jessicam6946 Not until everyone gets vaccinated. Still wear your mask and safe distancing and wash your hands. Hold the Line,positive,
safe distancing,@pleasure74 @alxellt0308 @nhojhpesoj @2broke2retire @WifeySpice90 @Momof2in1year @deep_mowgli @CunningSq16 @ChicagoMikeSD @june_heinz @Mdrc76Maia @KlitzingChris @VoteJoe1 @phalarope @CamiLee13 @cptnwtrpnts @DarthVapor68 @terribletara2 @marisac721 @Cmm09672 @DarkDNTM I feel you. It will bring such peace of mind to have everyone in our families vaccinated and as safe as they can be.I'll still be masking up maintaining social distancing and washing my hands like a mofo though.,positive,
safe distancing,@PlatinumAltaria I don’t want vaccine passports I’d rather have better education on a passport to allow a more informed free choice I’d keep masks and social distancing or assume the people who had the vaccine should feel safe and the others have made a free choice so what does it matter,positive,
safe distancing,@howdidwehether1 @Sloths7777 be safesocial distancing not working only a mask,positive,
safe distancing,@epdevilla As a teacher in a Toronto public school I’m not sure I can stay safe. Distancing not possible can only wear the cheap masks the board provides and not a priority for vaccination. Schools are not safe at the moment Dr. de Villa. What will you do?,positive,
safe distancing,@ArielTroster @fordnation @Sflecce I’ve got two COVID positive kids in isolation right now. An entire year of ALWAYS doing the right thing no gatherings social distancing masks all the TPH protocols. We are raw we are angry!! The safest place for our kids should have been school. THEY ARE NOT SAFE AT SCHOOL!!,positive,
safe distancing,#Fencing is perfect for Social Distancing.  Students wear a mask (under their mask) and focus on staying at least 6 feet away from their opponents. Outdoors is our safe space. Join us and Xcel Fencing. https://t.co/acs0yo7538,negative,
safe distancing,Happy SAFE SOCIAL DISTANCING Easter. #WeWillSurviveIfWeStaySmart,positive,
safe distancing,Happy Easter to all my friends.  I hope everyone is healthy safe and as happy as possible these days.  Hang in there we're getting close.  Just keep masking up and social distancing until we reach herd immunity then we can really open.  Bless you all. 🙏💙🤗,positive,
tracetogether,Nearly scanned the PayLah QR code with the TraceTogether app. Tired much 😴,positive,
tracetogether,接種会場への入場は　TraceTogetherアプリもしくは端末必要　写真を撮ってウェブ開いてもアプリダウンロードの案内が出るだけ　説明すれば入れてくれるかも知れないが時間の無駄にならないよう御用心　アポの時間より早く来すぎても待合場に入れないようだ,positive,
tracetogether,Has your #TraceTogether Token run out of battery? Locate your nearest Community Club (CC) to replace your Token at https://t.co/eyn4HISAeE! #TechForPublicGood https://t.co/Bv3ky0Lgig,negative,
tracetogether,シンガポール生活において必須となった #TraceTogetherアプリをお使いの方も多いと思います。先日のアップデートにて、アプリ立ち上げ後の画面に「Health Status」が追加されたことはお気づきでしょうか？新型コロナワクチンの接種が完了すると、一番左のアイコンが自動的に切り替わるようです👀 https://t.co/LlFBjyDug4,positive,
tracetogether,@ovanavoordning @KennethBodin Vi har kört denna i Singapore de segaste 8 månaderna. Funkar problemfritt. Varit mycket strikta restriktioner. Men nu mer öppet. Inga smittsamma fall i landet de senaste månaderna. Alla under 45 erbjuds vaccin. https://t.co/pCLkfeMB9D,positive,
tracetogether,@mitrebarnet @salty_duchess This is the TraceTogether app that is almost everyone in my country has installed in our smartphones.Those that don’t have smartphones are issued dongles. https://t.co/CPexr42N91,negative,
tracetogether,With the new #SafeEntry Gateway Box #TraceTogether users can check in by simply placing their #TraceTogether Token or mobile device with the TraceTogether App running within 25cm of the gateway box!The system will be gradually deployed at selected venues.#TechForPublicGood https://t.co/BixFopLtMU,positive,
tracetogether,@spacerangerrrrr Bruh LOL where's the tracetogether app,positive,
tracetogether,ちなみに、TraceTogetherアプリのホーム画面に順次導入中のHealthStatusでワクチン接種の有無やPCR検査のヒストリーが見られるようになるようです https://t.co/UkhqXBx7Pe,positive,
tracetogether,sitting at the staircase waiting for my cc to open so i can collect the tracetogether token for my parents,positive,
tracetogether,Singapore has already implemented a vaccine passport via the TraceTogether app (updated yesterday). https://t.co/MiBBAVWShp,positive,
tracetogether,Contact tracing tech has been key in Singapore’s #COVID19 strategy but data collected can now be used in police investigations. @kj_spade & @cabismonte write that this change could exacerbate public distrust and disproportionately impact migrant workers: https://t.co/VvpUJy3tvs,negative,
tracetogether,sana sa pinas me ganito #COVID19 #TraceTogether https://t.co/SoyOgjW4jg,positive,
tracetogether,“Contactless” - No more scanning wave the TraceTogether token at the new SafeEntry Gateway Box to check in. The box will beep and show green @ Novena Square 2 Singapore https://t.co/mx2l1bAwGi,positive,
tracetogether,Contest Alert: How safe is your TraceTogether data? Win a year-long New York Times subscription by letting us know if you are for or against how Singapore’s tracking app is using data to curb the spread of the pandemic in the comments. Hurry — contest closes next Wednesday! https://t.co/WdAaMcZbfg,positive,
tracetogether,people are now able to use either the COVID19 TraceTogether app or token to check in at 40 of Singapore's 71 mosques with the Islamic Religious Council of Singapore gearing up for when TraceTogether check-ins will be made compulsory at public venues,positive,
tracetogether,@uniunichan 私は最近勝手にログアウトされて、再度ログインするのにパスワード忘れたりで大変でした。。。Singpass使えない間は、Tracetogetherのアプリ使ってチェックインしてましたよ。,positive,
tracetogether,How often have you seen officers (checking Trace Together check-ins) stationed at entrance chatting away with colleagues instead of performing their duties responsibly? #COVID19 #tracetogether #singapore #sg,negative,
tracetogether,How to check if your #TraceTogether Token is still working?Here’s a guide explaining what the light on your Token means and what to do if it runs out of battery. Locate the nearest Community Club to replace your Token at https://t.co/eyn4HISAeE. #TechForPublicGood https://t.co/HOVPt2hpTr,negative,
tracetogether,“合力追踪”手机应用程序推出更新版，使用者可通过应用程序查看个人是否已接种疫苗。https://t.co/fCQESKlSQp📌不要错过每天的即时新闻，点击加入我们的Telegram频道： https://t.co/UOi1ouQSJp 【2019冠状病毒疫情最新发展 >>https://t.co/5Y6cFnNA1s】#8视界新闻 #8worldnews #COVID19 https://t.co/mPK8Qns2lG,positive,
tracetogether,tracetogether アプリのホーム画面が変更になってた。いつもと違うから、何か悪いお知らせがあるのかと思ったわ😖,negative,
tracetogether,TraceTogetherのアプリ上にワクチン接種情報　Covidテスト情報が表記されているらしい　ダウンロードせざるを得ないか？抵抗あるな・・・,positive,
tracetogether,@hellocanyouread why do u need to dl tracetogether,negative,
tracetogether,rest in peace lee kuan yew you would’ve loved how tracetogether stole our personal data,negative,
tracetogether,TraceTogether app getting new features so often 😍🤩😯 #ContactTracing #COVID19 #SG https://t.co/dqDQ55aaag,positive,
tracetogether,Oh the updated version of TraceTogether app in Singapore has the vaccination status https://t.co/HKQoI2ak1q,positive,
tracetogether,TraceTogether app is now linked to the vaccination record in the HealthHub app. And the vaccination status will only change to "vaccinated" 14 days after the second dose (that's why mine is still "in progress" since I got my second dose last week). https://t.co/T2RonSQNjo,positive,
tracetogether,Singapore COVID. Mission shamTraceTogether information is confidential until it isn't.Governments can scam people only so many times.https://t.co/xerD8GIDMe https://t.co/15K3ltuG7q,negative,
tracetogether,CAAS said this pass will let authorities contact interested visitors should there be any changes to Singapore's health and border measures. https://t.co/NPJ0dkPoz4 via @stcom #Pandemic #Coronavirus,positive,
tracetogether,Looks like Singapore is preparing its TraceTogether app for new access and gathering rules based on vaccination and test status: https://t.co/vsSxpkHVgS,positive,
tracetogether,TraceTogether app updates with new “features” but still nothing about showing locations near you to check in is like Twitter giving me fleets but I just want an edit button 💢,positive,
tracetogether,The TraceTogether app had a little update today. It now shows vaccination status (which links to another app for the certificate). But the best part about the app is group check ins 😬 https://t.co/ph0FGjLpDd,positive,
tracetogether,guess whose tracetogether token went into the wash,positive,
tracetogether,@charliebilello They won’t stop until they have every soul on a passport system with the next evolution from paper to digital. Just like in Singapore’s https://t.co/NQ1STaMtJf system and China’s social monitoring system.,negative,
tracetogether,Mirip TraceTogether Australia 🇦🇺 juga meluncurkan aplikasi bernama COVIDSafe. Menggunakan jaringan Bluetooth COVIDSafe memungkinkan otoritas #kesehatan untuk mengakses informasi penting terkait interaksi seseorang jika mereka terjangkit #viruscorona. (4),positive,
